"Date","Price","Open","High","Low","Vol.","Change %"
"06/26/2020","8.4488","8.5143","8.5273","8.4285","258.07K","-0.71%"
"06/25/2020","8.5092","8.5146","8.5466","8.4845","277.84K","-0.01%"
"06/24/2020","8.5097","8.5772","8.5976","8.5069","286.15K","-0.71%"
"06/23/2020","8.5706","8.5378","8.5894","8.5101","285.56K","0.46%"
"06/22/2020","8.5312","8.4676","8.5454","8.4391","275.12K","0.80%"
"06/19/2020","8.4636","8.5196","8.5459","8.4433","271.64K","-0.60%"
"06/18/2020","8.5146","8.5947","8.6123","8.4911","281.43K","-0.87%"
"06/17/2020","8.5892","8.6048","8.6229","8.5630","297.33K","-0.14%"
"06/16/2020","8.6010","8.6175","8.6753","8.5883","295.13K","-0.13%"
"06/15/2020","8.6120","8.5367","8.6322","8.4817","288.44K","0.84%"
"06/12/2020","8.5405","8.6205","8.6444","8.5125","315.97K","-0.89%"
"06/11/2020","8.6176","8.6374","8.6641","8.5768","321.97K","-0.17%"
"06/10/2020","8.6319","8.6517","8.6965","8.6234","301.23K","-0.15%"
"06/09/2020","8.6452","8.6358","8.6743","8.5638","295.76K","0.20%"
"06/08/2020","8.6276","8.5850","8.6530","8.5619","267.68K","0.70%"
"06/05/2020","8.5678","8.5170","8.6401","8.4917","295.98K","0.76%"
"06/04/2020","8.5032","8.4799","8.5428","8.4212","289.45K","0.32%"
"06/03/2020","8.4763","8.4267","8.5224","8.3999","290.73K","0.63%"
"06/02/2020","8.4235","8.5136","8.5585","8.3825","282.76K","-0.98%"
"06/01/2020","8.5069","8.4158","8.5187","8.3954","272.88K","1.08%"
"05/29/2020","8.4164","8.3949","8.4780","8.3759","299.54K","0.33%"
"05/28/2020","8.3883","8.3055","8.4202","8.2909","319.95K","1.15%"
"05/27/2020","8.2931","8.2977","8.3731","8.2664","309.84K","0.01%"
"05/26/2020","8.2920","8.3012","8.3666","8.2563","274.05K","-0.02%"
"05/25/2020","8.2935","8.2997","8.3213","8.2767","218.84K","0.05%"
"05/22/2020","8.2893","8.3030","8.3250","8.2534","298.38K","0.02%"
"05/21/2020","8.2876","8.3122","8.3438","8.2674","283.59K","-0.23%"
"05/20/2020","8.3069","8.3045","8.3502","8.2842","289.29K","0.10%"
"05/19/2020","8.2982","8.3969","8.4364","8.2732","299.11K","-1.12%"
"05/18/2020","8.3918","8.3408","8.4183","8.2608","264.00K","0.49%"
"05/15/2020","8.3508","8.4600","8.4796","8.3420","301.53K","-1.27%"
"05/14/2020","8.4579","8.5309","8.5494","8.4223","324.21K","-0.78%"
"05/13/2020","8.5246","8.5792","8.6206","8.5135","308.76K","-0.61%"
"05/12/2020","8.5771","8.7320","8.7336","8.5720","326.89K","-1.68%"
"05/11/2020","8.7239","8.7948","8.8375","8.6913","272.07K","-0.71%"
"05/08/2020","8.7866","8.8019","8.9057","8.7319","255.92K","-0.11%"
"05/07/2020","8.7967","8.8813","9.0020","8.7155","295.22K","-0.95%"
"05/06/2020","8.8807","8.7980","8.9198","8.7865","312.63K","0.99%"
"05/05/2020","8.7934","8.7658","8.8483","8.7452","320.10K","0.36%"
"05/04/2020","8.7617","8.7690","8.7834","8.7037","295.66K","0.00%"
"05/01/2020","8.7621","8.8022","8.8490","8.7504","289.95K","-0.35%"
"04/30/2020","8.7929","8.6678","8.8406","8.6376","317.57K","1.51%"
"04/29/2020","8.6621","8.6811","8.7228","8.6325","307.61K","-0.15%"
"04/28/2020","8.6748","8.6852","8.7601","8.6684","287.01K","-0.04%"
"04/27/2020","8.6780","8.6286","8.6981","8.5878","289.40K","0.64%"
"04/24/2020","8.6228","8.5747","8.6473","8.5611","303.88K","0.56%"
"04/23/2020","8.5750","8.6072","8.6410","8.5526","301.59K","-0.34%"
"04/22/2020","8.6043","8.5831","8.6680","8.5567","289.26K","0.28%"
"04/21/2020","8.5801","8.6315","8.6493","8.5464","305.20K","-0.52%"
"04/20/2020","8.6252","8.6678","8.6810","8.5552","292.83K","-0.42%"
"04/17/2020","8.6616","8.6448","8.6898","8.5141","275.27K","0.24%"
"04/16/2020","8.6409","8.6490","8.6882","8.6011","284.52K","-0.04%"
"04/15/2020","8.6444","8.6040","8.7080","8.5585","290.88K","0.49%"
"04/14/2020","8.6023","8.4731","8.6236","8.4621","264.20K","1.62%"
"04/13/2020","8.4649","8.3477","8.5185","8.3445","236.04K","1.52%"
"04/10/2020","8.3380","8.3152","8.4003","8.2953","161.45K","0.33%"
"04/09/2020","8.3107","8.3906","8.4136","8.2488","290.34K","-0.87%"
"04/08/2020","8.3840","8.3331","8.4195","8.3147","292.01K","0.77%"
"04/07/2020","8.3202","8.2951","8.3747","8.2322","318.18K","0.37%"
"04/06/2020","8.2894","8.2587","8.3676","8.2211","289.65K","0.48%"
"04/03/2020","8.2498","8.2003","8.2999","8.1587","292.40K","0.65%"
"04/02/2020","8.1968","8.2961","8.3545","8.1454","326.08K","-1.14%"
"04/01/2020","8.2914","8.2154","8.3244","8.1680","310.76K","1.00%"
"03/31/2020","8.2095","8.1678","8.2350","8.0512","308.48K","0.59%"
"03/30/2020","8.1615","8.0357","8.1888","7.9973","296.24K","1.54%"
"03/27/2020","8.0379","7.8084","8.0583","7.7581","301.91K","3.02%"
"03/26/2020","7.8022","7.6279","7.8285","7.5599","290.32K","2.40%"
"03/25/2020","7.6191","7.5496","7.6783","7.5131","267.06K","0.97%"
"03/24/2020","7.5460","7.5778","7.6564","7.5065","271.64K","-0.36%"
"03/23/2020","7.5732","7.6403","7.7127","7.5220","245.19K","-0.68%"
"03/20/2020","7.6254","7.5167","7.8021","7.4583","276.25K","1.53%"
"03/19/2020","7.5102","7.5332","7.7112","7.4458","294.45K","-0.23%"
"03/18/2020","7.5278","7.7101","7.8147","7.4243","271.56K","-2.29%"
"03/17/2020","7.7043","7.8914","7.8976","7.6639","273.35K","-2.28%"
"03/16/2020","7.8840","7.7792","7.9118","7.7429","267.51K","1.45%"
"03/13/2020","7.7715","7.9415","7.9588","7.7614","279.96K","-2.08%"
"03/12/2020","7.9363","7.9588","7.9989","7.8583","287.05K","-0.24%"
"03/11/2020","7.9556","7.9457","8.0369","7.8800","262.50K","0.23%"
"03/10/2020","7.9371","8.0674","8.0856","7.9041","261.04K","-1.59%"
"03/09/2020","8.0653","7.9461","8.1164","7.9385","252.54K","1.51%"
"03/06/2020","7.9455","7.9228","7.9598","7.8700","273.11K","0.44%"
"03/05/2020","7.9106","7.8227","7.9444","7.7975","276.26K","1.18%"
"03/04/2020","7.8180","7.8243","7.8752","7.7435","266.53K","0.00%"
"03/03/2020","7.8181","7.8734","7.9714","7.7314","281.16K","-0.65%"
"03/02/2020","7.8690","8.0044","8.0290","7.8588","285.71K","-1.61%"
"02/28/2020","7.9980","7.9988","8.0814","7.9374","284.58K","0.03%"
"02/27/2020","7.9953","7.9443","8.0057","7.9208","305.31K","0.67%"
"02/26/2020","7.9418","7.9907","8.0080","7.9325","294.53K","-0.54%"
"02/25/2020","7.9846","7.9103","8.0103","7.8497","291.25K","1.05%"
"02/24/2020","7.9018","7.9032","7.9629","7.8835","267.23K","0.00%"
"02/21/2020","7.9015","7.8576","7.9335","7.8502","248.53K","0.64%"
"02/20/2020","7.8516","7.8595","7.8825","7.8148","261.51K","-0.03%"
"02/19/2020","7.8541","7.8822","7.9108","7.8477","247.36K","-0.29%"
"02/18/2020","7.8770","7.8633","7.9210","7.8542","245.67K","0.24%"
"02/17/2020","7.8578","7.8855","7.9097","7.8541","211.10K","-0.43%"
"02/14/2020","7.8915","7.8808","7.9223","7.8623","165.40K","0.22%"
"02/13/2020","7.8742","7.8345","7.9153","7.8223","191.63K","0.61%"
"02/12/2020","7.8265","7.7920","7.8609","7.7710","178.01K","0.46%"
"02/11/2020","7.7904","7.7629","7.8243","7.7487","165.44K","0.40%"
"02/10/2020","7.7592","7.7582","7.7960","7.6985","170.79K","0.08%"
"02/07/2020","7.7530","7.7417","7.8360","7.7296","145.24K","0.19%"
"02/06/2020","7.7384","7.7769","7.7854","7.7302","161.33K","-0.44%"
"02/05/2020","7.7726","7.7923","7.8268","7.7428","155.78K","-0.20%"
"02/04/2020","7.7882","7.7771","7.8023","7.7403","153.12K","0.19%"
"02/03/2020","7.7731","7.9061","7.9061","7.7674","159.31K","-1.54%"
"01/31/2020","7.8946","7.8252","7.9054","7.8100","161.60K","1.06%"
"01/30/2020","7.8115","7.7565","7.8453","7.7503","168.05K","0.77%"
"01/29/2020","7.7515","7.7390","7.7708","7.7252","148.97K","0.20%"
"01/28/2020","7.7358","7.7595","7.7712","7.7092","153.42K","-0.28%"
"01/27/2020","7.7574","7.7654","7.7961","7.7469","160.14K","-0.09%"
"01/24/2020","7.7647","7.7871","7.8285","7.7577","159.27K","-0.21%"
"01/23/2020","7.7814","7.7829","7.8007","7.7509","132.00K","0.06%"
"01/22/2020","7.7764","7.7490","7.7951","7.7294","157.52K","0.41%"
"01/21/2020","7.7446","7.6948","7.7628","7.6832","154.53K","0.73%"
"01/20/2020","7.6886","7.6592","7.7024","7.6410","147.39K","0.35%"
"01/17/2020","7.6615","7.6645","7.7025","7.6367","157.76K","0.08%"
"01/16/2020","7.6556","7.6611","7.6962","7.6179","168.46K","-0.04%"
"01/15/2020","7.6584","7.6583","7.6814","7.6431","154.78K","0.08%"
"01/14/2020","7.6521","7.6214","7.6747","7.6095","157.68K","0.54%"
"01/13/2020","7.6107","7.6737","7.6790","7.5874","159.31K","-0.83%"
"01/10/2020","7.6744","7.6746","7.7055","7.6532","159.27K","0.09%"
"01/09/2020","7.6673","7.7409","7.7772","7.6326","168.28K","-0.85%"
"01/08/2020","7.7333","7.8395","7.8705","7.7269","174.84K","-1.30%"
"01/07/2020","7.8351","7.8608","7.8825","7.8211","153.25K","-0.23%"
"01/06/2020","7.8533","7.8088","7.8741","7.7961","144.34K","0.50%"
"01/03/2020","7.8139","7.8255","7.8406","7.7943","157.97K","-0.16%"
"01/02/2020","7.8261","7.8822","7.8924","7.8109","137.93K","-0.69%"
"01/01/2020","7.8803","7.8889","7.8958","7.8641","9.95K","-0.14%"
"12/31/2019","7.8911","7.8004","7.9047","7.7889","139.65K","1.24%"
"12/30/2019","7.7945","7.7740","7.8182","7.7736","135.21K","0.20%"
"12/27/2019","7.7792","7.7094","7.8166","7.6936","136.32K","1.00%"
"12/26/2019","7.7024","7.6923","7.7260","7.6828","136.84K","0.15%"
"12/25/2019","7.6905","7.6987","7.7152","7.6659","41.89K","-0.07%"
"12/24/2019","7.6962","7.6948","7.7178","7.6743","141.28K","0.06%"
"12/23/2019","7.6914","7.7181","7.7361","7.6645","137.04K","-0.39%"
"12/20/2019","7.7218","7.7299","7.7684","7.6877","150.71K","-0.02%"
"12/19/2019","7.7236","7.7505","7.7990","7.7185","161.01K","-0.26%"
"12/18/2019","7.7435","7.7277","7.7634","7.6946","151.90K","0.28%"
"12/17/2019","7.7218","7.7979","7.8054","7.7010","147.24K","-0.89%"
"12/16/2019","7.7913","7.7458","7.8442","7.7395","161.51K","0.69%"
"12/13/2019","7.7381","7.6259","7.8235","7.6129","190.50K","1.56%"
"12/12/2019","7.6194","7.6672","7.6808","7.5528","179.04K","-0.54%"
"12/11/2019","7.6604","7.6386","7.6734","7.6033","149.07K","0.36%"
"12/10/2019","7.6329","7.6389","7.6708","7.6218","132.02K","0.00%"
"12/09/2019","7.6327","7.5882","7.6536","7.5757","144.55K","0.61%"
"12/06/2019","7.5863","7.5633","7.6084","7.5427","146.97K","0.38%"
"12/05/2019","7.5575","7.5361","7.5817","7.5205","152.78K","0.35%"
"12/04/2019","7.5308","7.4612","7.5517","7.4524","149.67K","0.97%"
"12/03/2019","7.4587","7.4272","7.4960","7.4177","139.39K","0.44%"
"12/02/2019","7.4260","7.4236","7.4513","7.4018","144.44K","-0.07%"
"11/29/2019","7.4313","7.4345","7.4908","7.3896","146.54K","0.09%"
"11/28/2019","7.4245","7.4650","7.4868","7.4237","168.56K","-0.53%"
"11/27/2019","7.4643","7.4113","7.4700","7.3820","153.03K","0.76%"
"11/26/2019","7.4082","7.4061","7.4209","7.3706","165.49K","0.18%"
"11/25/2019","7.3948","7.3415","7.4272","7.3236","157.08K","0.90%"
"11/22/2019","7.3288","7.3571","7.3780","7.3183","153.21K","-0.28%"
"11/21/2019","7.3494","7.3662","7.3895","7.3405","162.37K","-0.14%"
"11/20/2019","7.3599","7.3654","7.3927","7.3319","161.61K","-0.04%"
"11/19/2019","7.3630","7.4310","7.4486","7.3526","146.31K","-0.84%"
"11/18/2019","7.4251","7.4146","7.4495","7.4077","149.18K","0.21%"
"11/15/2019","7.4096","7.4039","7.4331","7.3858","154.02K","0.14%"
"11/14/2019","7.3996","7.3769","7.4257","7.3689","159.29K","0.34%"
"11/13/2019","7.3744","7.4212","7.4337","7.3575","128.73K","-0.61%"
"11/12/2019","7.4195","7.4212","7.4376","7.3892","135.47K","0.07%"
"11/11/2019","7.4146","7.3682","7.4559","7.3670","128.57K","0.70%"
"11/08/2019","7.3629","7.3699","7.3878","7.3429","144.93K","-0.07%"
"11/07/2019","7.3681","7.3910","7.4061","7.3404","178.85K","-0.24%"
"11/06/2019","7.3859","7.4133","7.4362","7.3844","147.52K","-0.27%"
"11/05/2019","7.4056","7.3938","7.4275","7.3609","160.68K","0.19%"
"11/04/2019","7.3913","7.3871","7.4095","7.3345","149.94K","0.28%"
"11/01/2019","7.3710","7.3945","7.4379","7.3717","162.49K","-0.18%"
"10/31/2019","7.3842","7.3579","7.4236","7.3489","180.25K","0.40%"
"10/30/2019","7.3549","7.3833","7.4358","7.3331","148.41K","-0.28%"
"10/29/2019","7.3759","7.3729","7.4208","7.3428","139.46K","0.11%"
"10/28/2019","7.3675","7.4061","7.4156","7.3390","137.69K","-0.47%"
"10/25/2019","7.4026","7.4085","7.4408","7.3721","152.04K","-0.01%"
"10/24/2019","7.4035","7.4052","7.4559","7.3763","183.67K","0.01%"
"10/23/2019","7.4031","7.4766","7.5040","7.3696","178.85K","-0.94%"
"10/22/2019","7.4734","7.5921","7.6126","7.4594","171.82K","-1.49%"
"10/21/2019","7.5861","7.4864","7.6170","7.4597","173.41K","0.99%"
"10/18/2019","7.5114","7.5148","7.5248","7.3966","192.11K","-0.01%"
"10/17/2019","7.5123","7.5542","7.6403","7.4754","198.56K","-0.52%"
"10/16/2019","7.5517","7.5654","7.5965","7.4584","189.12K","-0.01%"
"10/15/2019","7.5524","7.4730","7.5747","7.4083","186.47K","1.10%"
"10/14/2019","7.4704","7.4305","7.5087","7.4054","169.34K","0.40%"
"10/11/2019","7.4406","7.2611","7.4742","7.2366","187.45K","2.56%"
"10/10/2019","7.2550","7.1663","7.2757","7.1548","180.02K","1.29%"
"10/09/2019","7.1623","7.1247","7.1845","7.1013","145.34K","0.64%"
"10/08/2019","7.1165","7.1697","7.1914","7.0585","151.10K","-0.71%"
"10/07/2019","7.1673","7.0215","7.1898","6.9996","127.19K","2.06%"
"10/04/2019","7.0228","7.0232","7.0557","6.9795","149.20K","0.12%"
"10/03/2019","7.0141","7.0165","7.0778","6.9494","163.07K","0.14%"
"10/02/2019","7.0044","7.0412","7.0626","6.9935","160.02K","-0.53%"
"10/01/2019","7.0416","6.9422","7.0648","6.9324","170.12K","1.44%"
"09/30/2019","6.9413","6.9687","6.9845","6.9316","150.88K","-0.37%"
"09/27/2019","6.9671","6.9810","7.0034","6.9457","164.42K","-0.13%"
"09/26/2019","6.9763","7.0030","7.0458","6.9662","169.04K","-0.33%"
"09/25/2019","6.9995","7.1159","7.1255","6.9988","156.11K","-1.60%"
"09/24/2019","7.1135","7.1076","7.1367","7.0480","160.13K","0.15%"
"09/23/2019","7.1030","7.1618","7.1741","7.0977","138.32K","-0.87%"
"09/20/2019","7.1654","7.1653","7.1960","7.0981","175.56K","0.14%"
"09/19/2019","7.1551","7.0807","7.1712","7.0654","178.49K","1.18%"
"09/18/2019","7.0718","7.1283","7.1397","7.0504","169.37K","-0.67%"
"09/17/2019","7.1197","7.1211","7.1498","7.0774","179.43K","0.02%"
"09/16/2019","7.1186","7.1085","7.1674","7.0793","182.00K","0.17%"
"09/13/2019","7.1064","6.9774","7.1170","6.9711","175.15K","2.01%"
"09/12/2019","6.9665","7.0887","7.1139","6.9588","192.62K","-1.63%"
"09/11/2019","7.0820","7.1224","7.1627","7.0746","161.93K","-0.50%"
"09/10/2019","7.1175","7.0995","7.1583","7.0828","162.26K","0.31%"
"09/09/2019","7.0958","7.0321","7.1281","6.9850","162.78K","1.11%"
"09/06/2019","7.0180","7.0185","7.0531","6.9917","183.38K","0.11%"
"09/05/2019","7.0102","6.9435","7.0292","6.9021","201.50K","1.00%"
"09/04/2019","6.9409","6.9198","6.9514","6.8613","182.58K","0.27%"
"09/03/2019","6.9221","7.0083","7.0166","6.8972","187.45K","-1.16%"
"09/02/2019","7.0036","7.0850","7.1104","6.9870","137.06K","-1.17%"
"08/30/2019","7.0865","7.1178","7.1288","7.0725","162.75K","-0.42%"
"08/29/2019","7.1166","7.0988","7.1400","7.0724","177.65K","0.32%"
"08/28/2019","7.0936","7.1620","7.1735","7.0606","178.05K","-0.83%"
"08/27/2019","7.1532","7.1170","7.1979","7.0936","167.16K","0.61%"
"08/26/2019","7.1098","7.0593","7.1771","7.0593","164.70K","0.56%"
"08/23/2019","7.0702","7.0680","7.0932","7.0142","186.84K","0.07%"
"08/22/2019","7.0656","6.9326","7.0820","6.9232","177.57K","2.05%"
"08/21/2019","6.9238","6.9722","6.9869","6.9093","179.17K","-0.63%"
"08/20/2019","6.9680","6.8650","6.9890","6.8321","188.47K","1.66%"
"08/19/2019","6.8540","6.7768","6.8906","6.7520","162.81K","1.15%"
"08/16/2019","6.7761","6.7295","6.7896","6.6974","161.68K","0.78%"
"08/15/2019","6.7238","6.7702","6.7934","6.6858","181.24K","-0.62%"
"08/14/2019","6.7657","6.7089","6.7965","6.7014","165.36K","0.94%"
"08/13/2019","6.7028","6.7189","6.8187","6.6878","166.66K","-0.13%"
"08/12/2019","6.7117","6.6100","6.7425","6.5957","149.40K","1.62%"
"08/09/2019","6.6048","6.6428","6.6793","6.5915","165.64K","-0.45%"
"08/08/2019","6.6346","6.6703","6.7080","6.6016","175.55K","-0.47%"
"08/07/2019","6.6661","6.7189","6.7429","6.6329","196.60K","-0.70%"
"08/06/2019","6.7134","6.7655","6.8056","6.6859","195.71K","-0.73%"
"08/05/2019","6.7631","6.7515","6.8307","6.7189","196.42K","0.11%"
"08/02/2019","6.7560","6.7991","6.8242","6.7291","182.97K","-0.58%"
"08/01/2019","6.7952","6.7900","6.8453","6.7289","202.20K","0.07%"
"07/31/2019","6.7902","6.7572","6.8311","6.7021","185.57K","0.60%"
"07/30/2019","6.7497","6.8610","6.8755","6.7422","188.59K","-1.51%"
"07/29/2019","6.8535","7.0254","7.0268","6.8436","166.48K","-2.38%"
"07/26/2019","7.0205","7.1056","7.1130","6.9661","169.65K","-1.16%"
"07/25/2019","7.1032","7.1262","7.2183","7.0513","189.32K","-0.25%"
"07/24/2019","7.1211","7.1118","7.1698","7.0901","173.07K","0.16%"
"07/23/2019","7.1100","7.0809","7.1247","7.0540","179.97K","0.44%"
"07/22/2019","7.0790","7.0736","7.1129","7.0510","162.08K","0.18%"
"07/19/2019","7.0664","7.0484","7.0998","7.0302","174.85K","0.32%"
"07/18/2019","7.0439","7.0669","7.1379","7.0050","195.08K","-0.25%"
"07/17/2019","7.0616","7.0866","7.1035","7.0317","173.70K","-0.30%"
"07/16/2019","7.0831","7.1532","7.1677","7.0686","178.26K","-0.90%"
"07/15/2019","7.1475","7.1919","7.2147","7.1353","164.28K","-0.41%"
"07/12/2019","7.1768","7.1020","7.2498","7.0943","207.24K","1.10%"
"07/11/2019","7.0988","7.0920","7.1410","7.0824","205.76K","0.16%"
"07/10/2019","7.0872","7.1445","7.1901","7.0854","188.07K","-0.75%"
"07/09/2019","7.1408","7.1786","7.1944","7.0692","177.56K","-0.48%"
"07/08/2019","7.1754","7.0452","7.2608","7.0434","168.45K","1.82%"
"07/05/2019","7.0471","7.0395","7.0753","7.0101","180.92K","0.17%"
"07/04/2019","7.0354","7.0721","7.0844","7.0149","171.24K","-0.37%"
"07/03/2019","7.0613","7.1181","7.1340","7.0363","172.92K","-0.71%"
"07/02/2019","7.1120","7.1431","7.2007","7.0802","193.20K","-0.28%"
"07/01/2019","7.1317","7.3531","7.3597","7.1143","190.25K","-2.91%"
"06/28/2019","7.3458","7.3182","7.3706","7.2766","180.63K","0.45%"
"06/27/2019","7.3132","7.3284","7.3638","7.2994","177.71K","-0.14%"
"06/26/2019","7.3234","7.3590","7.3821","7.2821","188.17K","-0.39%"
"06/25/2019","7.3519","7.3983","7.4412","7.3179","172.77K","-0.65%"
"06/24/2019","7.4000","7.4060","7.4194","7.2723","174.13K","-0.20%"
"06/21/2019","7.4152","7.3210","7.4334","7.2997","200.94K","1.38%"
"06/20/2019","7.3146","7.3211","7.4911","7.2671","204.61K","0.07%"
"06/19/2019","7.3095","7.3193","7.4363","7.3107","180.02K","-0.02%"
"06/18/2019","7.3107","7.3615","7.3733","7.2789","177.64K","-0.61%"
"06/17/2019","7.3555","7.4358","7.4668","7.3545","170.30K","-0.99%"
"06/14/2019","7.4287","7.4385","7.5178","7.3911","202.27K","0.01%"
"06/13/2019","7.4282","7.3695","7.4945","7.3588","207.39K","0.84%"
"06/12/2019","7.3662","7.3769","7.4336","7.3388","207.19K","-0.08%"
"06/11/2019","7.3719","7.3246","7.4299","7.2983","204.91K","0.66%"
"06/10/2019","7.3234","7.4090","7.4500","7.2986","185.60K","-1.35%"
"06/07/2019","7.4239","7.3410","7.4625","7.3403","172.28K","1.22%"
"06/06/2019","7.3342","7.2692","7.3724","7.2456","193.01K","0.91%"
"06/05/2019","7.2679","7.3420","7.3595","7.2053","186.19K","-0.87%"
"06/04/2019","7.3314","7.3889","7.4400","7.2838","199.03K","-0.68%"
"06/03/2019","7.3816","7.3748","7.4590","7.3555","174.79K","0.07%"
"05/31/2019","7.3762","7.4103","7.4746","7.3133","232.13K","-0.40%"
"05/30/2019","7.4055","7.5924","7.6168","7.3928","209.73K","-2.38%"
"05/29/2019","7.5864","7.6328","7.6702","7.5777","214.38K","-0.51%"
"05/28/2019","7.6255","7.6869","7.7209","7.5907","208.41K","-0.67%"
"05/27/2019","7.6772","7.7438","7.7763","7.6536","176.49K","-0.69%"
"05/24/2019","7.7308","7.7159","7.7656","7.6477","223.66K","0.23%"
"05/23/2019","7.7131","7.7243","7.7765","7.7034","223.90K","0.02%"
"05/22/2019","7.7118","7.6903","7.7608","7.6663","209.82K","0.30%"
"05/21/2019","7.6884","7.6727","7.7633","7.6378","210.34K","0.37%"
"05/20/2019","7.6597","7.7032","7.7435","7.6354","170.33K","-0.53%"
"05/17/2019","7.7007","7.7368","7.7979","7.6788","187.88K","-0.38%"
"05/16/2019","7.7301","7.7066","7.7656","7.6842","189.27K","0.32%"
"05/15/2019","7.7053","7.7843","7.8642","7.6991","204.24K","-0.89%"
"05/14/2019","7.7745","7.8514","7.9190","7.7271","195.19K","-0.89%"
"05/13/2019","7.8445","7.7797","7.9876","7.7495","198.32K","1.00%"
"05/10/2019","7.7672","8.0600","8.0861","7.7587","218.99K","-3.53%"
"05/09/2019","8.0510","8.0440","8.1299","8.0043","220.89K","0.11%"
"05/08/2019","8.0423","8.0441","8.0912","8.0157","208.24K","0.02%"
"05/07/2019","8.0406","7.9633","8.1397","7.9545","221.16K","0.99%"
"05/06/2019","7.9620","7.8217","8.0550","7.8156","189.82K","1.55%"
"05/03/2019","7.8408","7.7755","7.8707","7.7370","193.17K","0.87%"
"05/02/2019","7.7728","7.7863","7.8151","7.7569","189.62K","-0.12%"
"05/01/2019","7.7824","7.7752","7.8027","7.7607","165.42K","0.16%"
"04/30/2019","7.7699","7.6956","7.7881","7.6855","205.44K","1.05%"
"04/29/2019","7.6890","7.6751","7.7140","7.6431","174.90K","0.26%"
"04/26/2019","7.6691","7.6450","7.7098","7.6321","251.09K","0.37%"
"04/25/2019","7.6406","7.5800","7.7027","7.5662","244.74K","0.89%"
"04/24/2019","7.5729","7.5406","7.6311","7.5328","248.43K","0.45%"
"04/23/2019","7.5387","7.5663","7.6055","7.5318","212.99K","-0.33%"
"04/22/2019","7.5636","7.5518","7.6167","7.5448","170.81K","0.17%"
"04/19/2019","7.5504","7.5414","7.5932","7.5094","199.40K","0.26%"
"04/18/2019","7.5305","7.4844","7.6204","7.4816","243.44K","0.64%"
"04/17/2019","7.4824","7.5300","7.5622","7.4328","223.66K","-0.55%"
"04/16/2019","7.5237","7.6045","7.6249","7.4857","229.62K","-0.95%"
"04/15/2019","7.5959","7.5440","7.6388","7.5286","192.18K","0.67%"
"04/12/2019","7.5455","7.4957","7.6270","7.4776","225.63K","0.80%"
"04/11/2019","7.4854","7.4389","7.5357","7.4188","238.50K","0.67%"
"04/10/2019","7.4356","7.4381","7.4868","7.4008","222.46K","0.07%"
"04/09/2019","7.4305","7.4344","7.4900","7.3654","212.51K","-0.01%"
"04/08/2019","7.4314","7.3341","7.4946","7.3245","195.21K","1.34%"
"04/05/2019","7.3330","7.3141","7.3843","7.2590","253.76K","0.35%"
"04/04/2019","7.3076","7.4041","7.4703","7.2551","250.93K","-1.22%"
"04/03/2019","7.3981","7.3608","7.4826","7.3189","258.47K","0.53%"
"04/02/2019","7.3592","7.1881","7.4194","7.1452","255.05K","2.42%"
"04/01/2019","7.1852","7.2560","7.4639","7.1123","203.60K","-0.48%"
"03/29/2019","7.2198","7.2537","7.4258","7.2244","254.50K","-0.21%"
"03/28/2019","7.2348","7.0269","7.4256","7.0258","263.87K","2.99%"
"03/27/2019","7.0250","7.0371","7.2319","6.9562","253.63K","-0.14%"
"03/26/2019","7.0352","7.3231","7.3807","7.0014","243.04K","-3.97%"
"03/25/2019","7.3262","7.6112","7.6307","7.3172","207.27K","-3.74%"
"03/22/2019","7.6106","7.1641","7.7270","7.1575","269.21K","6.33%"
"03/21/2019","7.1574","7.1533","7.2060","7.1158","256.83K","0.11%"
"03/20/2019","7.1493","7.2663","7.2752","7.1483","247.37K","-1.58%"
"03/19/2019","7.2642","7.2491","7.2891","7.2357","229.38K","0.26%"
"03/18/2019","7.2451","7.2372","7.2653","7.2008","190.10K","0.09%"
"03/15/2019","7.2384","7.2392","7.2699","7.2092","250.30K","-0.02%"
"03/14/2019","7.2395","7.2790","7.2912","7.2174","280.57K","-0.53%"
"03/13/2019","7.2783","7.1354","7.3123","7.1187","253.33K","2.01%"
"03/12/2019","7.1347","7.1616","7.2331","7.0848","286.70K","-0.38%"
"03/11/2019","7.1622","7.0813","7.1766","7.0359","243.46K","1.32%"
"03/08/2019","7.0688","7.1637","7.1968","7.0688","231.94K","-1.26%"
"03/07/2019","7.1590","7.1472","7.1829","7.1055","245.16K","0.13%"
"03/06/2019","7.1498","7.0976","7.1657","7.0422","257.48K","0.72%"
"03/05/2019","7.0990","7.0849","7.1160","7.0453","246.17K","0.11%"
"03/04/2019","7.0912","7.1021","7.1528","7.0732","227.42K","-0.07%"
"03/01/2019","7.0961","7.0754","7.1589","7.0583","268.80K","0.25%"
"02/28/2019","7.0786","7.0727","7.1043","7.0524","265.42K","0.09%"
"02/27/2019","7.0719","7.0283","7.1001","7.0017","253.50K","0.57%"
"02/26/2019","7.0318","6.9434","7.0616","6.9378","239.77K","1.25%"
"02/25/2019","6.9447","6.9558","6.9666","6.9113","217.41K","0.03%"
"02/22/2019","6.9426","6.9446","6.9668","6.8933","237.30K","-0.04%"
"02/21/2019","6.9451","6.9536","6.9774","6.9145","265.54K","-0.06%"
"02/20/2019","6.9490","6.9067","6.9816","6.8941","260.47K","0.69%"
"02/19/2019","6.9013","6.8536","6.9121","6.8270","220.27K","0.59%"
